项目ID,项目名称,项目网址,审核状态,是否公开
6184895,ERNIE-4.5-21B-A3B-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-PT,2,1
6177433,ERNIE-4.5-0.3B-Base-Paddle,https://gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Base-Paddle,2,1
6177454,ERNIE-4.5-21B-A3B-Paddle,https://gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Paddle,2,1
6184897,ERNIE-4.5-0.3B-Base-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-Base-PT,2,1
6184891,ERNIE-4.5-21B-A3B-Base-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-21B-A3B-Base-PT,2,1
6182681,ERNIE-4.5-VL-424B-A47B-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-PT,2,1
6182686,ERNIE-4.5-300B-A47B-Base-Paddle,https://gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-Base-Paddle,2,1
6184872,ERNIE-4.5-300B-A47B-FP8-Paddle,https://gitcode.com/paddlepaddle/ERNIE-4.5-300B-A47B-FP8-Paddle,2,1
6184880,ERNIE-4.5-VL-28B-A3B-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-VL-28B-A3B-PT,2,1
6184899,ERNIE-4.5-0.3B-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-0.3B-PT,2,1
6186217,ERNIE-4.5-VL-424B-A47B-Base-Paddle,https://gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-Paddle,2,1
6186262,ERNIE-4.5-VL-424B-A47B-Base-PT,https://gitcode.com/paddlepaddle/ERNIE-4.5-VL-424B-A47B-Base-PT,2,1
7415758,punc_ct-transformer_zh-cn-common-vocab272727-pytorch,https://gitcode.com/saulcy/punc_ct-transformer_zh-cn-common-vocab272727-pytorch,2,1
7408347,speech_fsmn_vad_zh-cn-16k-common-pytorch,https://gitcode.com/saulcy/speech_fsmn_vad_zh-cn-16k-common-pytorch,2,1
7426289,speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,https://gitcode.com/saulcy/speech_paraformer-large-vad-punc_asr_nat-zh-cn-16k-common-vocab8404-pytorch,2,1
6512476,openPangu-Ultra-MoE-718B-model,https://gitcode.com/ascend-tribe/openpangu-ultra-moe-718b-model,2,1
6870725,openPangu-Embedded-1B-model,https://gitcode.com/ascend-tribe/openpangu-embedded-1b-model,2,1
6147888,openPangu-Embedded-7B-model,https://gitcode.com/ascend-tribe/openpangu-embedded-7b-model,2,1
7512528,ChatGLM3-6B,https://gitcode.com/openharmony-models/ChatGLM3-6B,2,1
7529610,ocr_small,https://gitcode.com/openharmony-models/ocr_small,2,1
7526947,Qwen-Image,https://gitcode.com/openharmony-models/Qwen-Image,2,1
7513276,Speech_Paraformer_ASR_6K,https://gitcode.com/openharmony-models/Speech_Paraformer_ASR_6K,2,1
7531518,dots.ocr,https://gitcode.com/openharmony-models/dots.ocr,2,1
7528286,Wan2.2-T2V-A14B,https://gitcode.com/openharmony-models/Wan2.2-T2V-A14B,2,1
7529940,t5_small,https://gitcode.com/openharmony-models/t5_small,2,1
7628977,DeepSeek-R1-Distill-Qwen-7B,https://gitcode.com/openharmony-models/DeepSeek-R1-Distill-Qwen-7B,2,1
